"","collection","pathway","gene_id","gene_symbol"
"1024","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000127588","GNG13"
"1025","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000186469","GNG2"
"1026","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000162188","GNG3"
"1027","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000168243","GNG4"
"1028","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000174021","GNG5"
"1029","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000176533","GNG7"
"1030","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000167414","GNG8"
"1031","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000127928","GNGT1"
"1032","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000167083","GNGT2"
"1033","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000100644","HIF1A"
"1034","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000174775","HRAS"
"1035","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000177606","JUN"
"1036","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000133703","KRAS"
"1037","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000169032","MAP2K1"
"1038","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000126934","MAP2K2"
"1039","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000100030","MAPK1"
"1040","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000102882","MAPK3"
"1041","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000213281","NRAS"
"1042","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000100311","PDGFB"
"1043","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000132155","RAF1"
"1044","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY","ENSG00000112715","VEGFA"
"1045","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000142208","AKT1"
"1046","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000105221","AKT2"
"1047","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000117020","AKT3"
"1048","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000078369","GNB1"
"1049","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000172354","GNB2"
"1050","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000111664","GNB3"
"1051","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000114450","GNB4"
"1052","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000069966","GNB5"
"1053","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000242616","GNG10"
"1054","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000127920","GNG11"
"1055","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000172380","GNG12"
"1056","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000127588","GNG13"
"1057","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000186469","GNG2"
"1058","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000162188","GNG3"
"1059","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000168243","GNG4"
"1060","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000174021","GNG5"
"1061","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000176533","GNG7"
"1062","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000167414","GNG8"
"1063","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000127928","GNGT1"
"1064","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000167083","GNGT2"
"1065","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000198793","MTOR"
"1066","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000105851","PIK3CG"
"1067","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000141506","PIK3R5"
"1068","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY","ENSG00000276231","PIK3R6"
"1069","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000169429","CXCL8"
"1070","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000078369","GNB1"
"1071","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000172354","GNB2"
"1072","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000111664","GNB3"
"1073","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000114450","GNB4"
"1074","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000069966","GNB5"
"1075","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000242616","GNG10"
"1076","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000127920","GNG11"
"1077","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000172380","GNG12"
"1078","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000127588","GNG13"
"1079","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000186469","GNG2"
"1080","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000162188","GNG3"
"1081","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000168243","GNG4"
"1082","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000174021","GNG5"
"1083","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000176533","GNG7"
"1084","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000167414","GNG8"
"1085","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000127928","GNGT1"
"1086","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000167083","GNGT2"
"1087","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000136244","IL6"
"1088","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000109339","MAPK10"
"1089","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000107643","MAPK8"
"1090","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000050748","MAPK9"
"1091","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000109320","NFKB1"
"1092","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000105851","PIK3CG"
"1093","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000141506","PIK3R5"
"1094","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000276231","PIK3R6"
"1095","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000124126","PREX1"
"1096","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000136238","RAC1"
"1097","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY","ENSG00000173039","RELA"
"1098","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_AVRA_TO_BETA_CATENIN_SIGNALING_PATHWAY","ENSG00000168036","CTNNB1"
"1099","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_AVRA_TO_BETA_CATENIN_SIGNALING_PATHWAY","ENSG00000138795","LEF1"
"1100","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_AVRA_TO_BETA_CATENIN_SIGNALING_PATHWAY","ENSG00000136997","MYC"
"1101","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_AVRA_TO_BETA_CATENIN_SIGNALING_PATHWAY","ENSG00000081059","TCF7"
"1102","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_AVRA_TO_BETA_CATENIN_SIGNALING_PATHWAY","ENSG00000152284","TCF7L1"
"1103","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_AVRA_TO_BETA_CATENIN_SIGNALING_PATHWAY","ENSG00000148737","TCF7L2"
"1104","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000155980","KIF5A"
"1105","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000170759","KIF5B"
"1106","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000168280","KIF5C"
"1107","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000126214","KLC1"
"1108","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000174996","KLC2"
"1109","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000104892","KLC3"
"1110","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000137171","KLC4"
"1111","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000116786","PLEKHM2"
"1112","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000167552","TUBA1A"
"1113","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000123416","TUBA1B"
"1114","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000167553","TUBA1C"
"1115","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000198033","TUBA3C"
"1116","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000075886","TUBA3D"
"1117","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000152086","TUBA3E"
"1118","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000127824","TUBA4A"
"1119","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000183785","TUBA8"
"1120","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000196230","TUBB"
"1121","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000101162","TUBB1"
"1122","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000137267","TUBB2A"
"1123","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000137285","TUBB2B"
"1124","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000258947","TUBB3"
"1125","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000104833","TUBB4A"
"1126","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000188229","TUBB4B"
"1127","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000176014","TUBB6"
"1128","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT","ENSG00000261456","TUBB8"
"1129","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_TETHERING_OF_LATE_ENDOSOMES_AND_LYSOSOMES","ENSG00000225190","PLEKHM1"
"1130","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_TETHERING_OF_LATE_ENDOSOMES_AND_LYSOSOMES","ENSG00000075785","RAB7A"
"1131","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_TETHERING_OF_LATE_ENDOSOMES_AND_LYSOSOMES","ENSG00000276600","RAB7B"
"1132","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_TETHERING_OF_LATE_ENDOSOMES_AND_LYSOSOMES","ENSG00000160695","VPS11"
"1133","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_TETHERING_OF_LATE_ENDOSOMES_AND_LYSOSOMES","ENSG00000215305","VPS16"
"1134","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_TETHERING_OF_LATE_ENDOSOMES_AND_LYSOSOMES","ENSG00000104142","VPS18"
"1135","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_TETHERING_OF_LATE_ENDOSOMES_AND_LYSOSOMES","ENSG00000139719","VPS33A"
"1136","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_TETHERING_OF_LATE_ENDOSOMES_AND_LYSOSOMES","ENSG00000166887","VPS39"
"1137","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_TETHERING_OF_LATE_ENDOSOMES_AND_LYSOSOMES","ENSG00000006715","VPS41"
"1138","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000136754","ABI1"
"1139","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000075624","ACTB"
"1140","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000184009","ACTG1"
"1141","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000138071","ACTR2"
"1142","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000115091","ACTR3"
"1143","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000143761","ARF1"
"1144","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000165527","ARF6"
"1145","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000241685","ARPC1A"
"1146","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000130429","ARPC1B"
"1147","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000163466","ARPC2"
"1148","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000111229","ARPC3"
"1149","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000241553","ARPC4"
"1150","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000162704","ARPC5"
"1151","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000136950","ARPC5L"
"1152","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000254999","BRK1"
"1153","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000273749","CYFIP1"
"1154","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000055163","CYFIP2"
"1155","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000108669","CYTH1"
"1156","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000105443","CYTH2"
"1157","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000008256","CYTH3"
"1158","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000100055","CYTH4"
"1159","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000061676","NCKAP1"
"1160","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000133056","PIK3C2B"
"1161","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000121879","PIK3CA"
"1162","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000051382","PIK3CB"
"1163","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000171608","PIK3CD"
"1164","CP:KEGG_MEDICUS","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY","ENSG00000105851","PIK3CG"
